word,phonetic,meaning,example,level,source,source_url,source_pdf_page
export exportation,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,64
expose exposure,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,64
express expression expressive,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,64
expressway,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,64
extend extension extensive extended,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
extent,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
exterior,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
external,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
extinguish,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
extra,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
extraordinary,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
extreme extremity,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
eye,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
eyebrow,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
eyesight,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fable,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fabric,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
face facial,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
facility facilitate facilitation,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fact factual,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
factor,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
factory,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
faculty,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fade,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fail failure,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
faint,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fair,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fairly,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fairy,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
faith faithful,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fake,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fall,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
false falsehood,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
fame famous,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
familiar familiarity familiarize/-ise,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
family,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,65
